original_path,normalized_path,position,raw_value,name,type,source,confidence
/hr/employees/emp_118,/hr/employees/{employee_id},2,emp_118,employee_id,prefixed_resource_id,prefix_rules,0.88
/hr/employees/emp_119,/hr/employees/{employee_id},2,emp_119,employee_id,prefixed_resource_id,prefix_rules,0.88
/hr/employees/emp_120,/hr/employees/{employee_id},2,emp_120,employee_id,prefixed_resource_id,prefix_rules,0.88
/hr/departments/dept_10/employees/emp_110,/hr/departments/{department_id}/employees/{employee_id},2,dept_10,department_id,prefixed_resource_id,prefix_rules,0.85
/hr/departments/dept_10/employees/emp_110,/hr/departments/{department_id}/employees/{employee_id},4,emp_110,employee_id,prefixed_resource_id,prefix_rules,0.88
/hr/departments/dept_10/employees/emp_120,/hr/departments/{department_id}/employees/{employee_id},2,dept_10,department_id,prefixed_resource_id,prefix_rules,0.85
/hr/departments/dept_10/employees/emp_120,/hr/departments/{department_id}/employees/{employee_id},4,emp_120,employee_id,prefixed_resource_id,prefix_rules,0.88
/hr/departments/dept_10/employees/emp_130,/hr/departments/{department_id}/employees/{employee_id},2,dept_10,department_id,prefixed_resource_id,prefix_rules,0.85
/hr/departments/dept_10/employees/emp_130,/hr/departments/{department_id}/employees/{employee_id},4,emp_130,employee_id,prefixed_resource_id,prefix_rules,0.88
/hr/departments/dept_20/employees/emp_210,/hr/departments/{department_id}/employees/{employee_id},2,dept_20,department_id,prefixed_resource_id,prefix_rules,0.85
/hr/departments/dept_20/employees/emp_210,/hr/departments/{department_id}/employees/{employee_id},4,emp_210,employee_id,prefixed_resource_id,prefix_rules,0.88
/hr/departments/dept_20/employees/emp_220,/hr/departments/{department_id}/employees/{employee_id},2,dept_20,department_id,prefixed_resource_id,prefix_rules,0.85
/hr/departments/dept_20/employees/emp_220,/hr/departments/{department_id}/employees/{employee_id},4,emp_220,employee_id,prefixed_resource_id,prefix_rules,0.88
/hr/departments/dept_20/employees/emp_230,/hr/departments/{department_id}/employees/{employee_id},2,dept_20,department_id,prefixed_resource_id,prefix_rules,0.85
/hr/departments/dept_20/employees/emp_230,/hr/departments/{department_id}/employees/{employee_id},4,emp_230,employee_id,prefixed_resource_id,prefix_rules,0.88
/hr/departments/dept_30/employees/emp_310,/hr/departments/{department_id}/employees/{employee_id},2,dept_30,department_id,prefixed_resource_id,prefix_rules,0.85
/hr/departments/dept_30/employees/emp_310,/hr/departments/{department_id}/employees/{employee_id},4,emp_310,employee_id,prefixed_resource_id,prefix_rules,0.88
/hr/departments/dept_30/employees/emp_320,/hr/departments/{department_id}/employees/{employee_id},2,dept_30,department_id,prefixed_resource_id,prefix_rules,0.85
/hr/departments/dept_30/employees/emp_320,/hr/departments/{department_id}/employees/{employee_id},4,emp_320,employee_id,prefixed_resource_id,prefix_rules,0.88
/hr/departments/dept_30/employees/emp_330,/hr/departments/{department_id}/employees/{employee_id},2,dept_30,department_id,prefixed_resource_id,prefix_rules,0.85
/hr/departments/dept_30/employees/emp_330,/hr/departments/{department_id}/employees/{employee_id},4,emp_330,employee_id,prefixed_resource_id,prefix_rules,0.88
/hr/departments/dept_40/employees/emp_410,/hr/departments/{department_id}/employees/{employee_id},2,dept_40,department_id,prefixed_resource_id,prefix_rules,0.85
/hr/departments/dept_40/employees/emp_410,/hr/departments/{department_id}/employees/{employee_id},4,emp_410,employee_id,prefixed_resource_id,prefix_rules,0.88
/hr/departments/dept_40/employees/emp_420,/hr/departments/{department_id}/employees/{employee_id},2,dept_40,department_id,prefixed_resource_id,prefix_rules,0.85
/hr/departments/dept_40/employees/emp_420,/hr/departments/{department_id}/employees/{employee_id},4,emp_420,employee_id,prefixed_resource_id,prefix_rules,0.88
/hr/departments/dept_40/employees/emp_430,/hr/departments/{department_id}/employees/{employee_id},2,dept_40,department_id,prefixed_resource_id,prefix_rules,0.85
/hr/departments/dept_40/employees/emp_430,/hr/departments/{department_id}/employees/{employee_id},4,emp_430,employee_id,prefixed_resource_id,prefix_rules,0.88
/hr/departments/dept_50/employees/emp_510,/hr/departments/{department_id}/employees/{employee_id},2,dept_50,department_id,prefixed_resource_id,prefix_rules,0.85
/hr/departments/dept_50/employees/emp_510,/hr/departments/{department_id}/employees/{employee_id},4,emp_510,employee_id,prefixed_resource_id,prefix_rules,0.88
/hr/departments/dept_50/employees/emp_520,/hr/departments/{department_id}/employees/{employee_id},2,dept_50,department_id,prefixed_resource_id,prefix_rules,0.85
/hr/departments/dept_50/employees/emp_520,/hr/departments/{department_id}/employees/{employee_id},4,emp_520,employee_id,prefixed_resource_id,prefix_rules,0.88
/hr/departments/dept_50/employees/emp_530,/hr/departments/{department_id}/employees/{employee_id},2,dept_50,department_id,prefixed_resource_id,prefix_rules,0.85
/hr/departments/dept_50/employees/emp_530,/hr/departments/{department_id}/employees/{employee_id},4,emp_530,employee_id,prefixed_resource_id,prefix_rules,0.88
/hr/employees/emp_301/contract,/hr/employees/{employee_id}/contract,2,emp_301,employee_id,prefixed_resource_id,prefix_rules,0.88
/hr/employees/emp_301/salary,/hr/employees/{employee_id}/salary,2,emp_301,employee_id,prefixed_resource_id,prefix_rules,0.88
/hr/employees/emp_302/contract,/hr/employees/{employee_id}/contract,2,emp_302,employee_id,prefixed_resource_id,prefix_rules,0.88
/hr/employees/emp_302/salary,/hr/employees/{employee_id}/salary,2,emp_302,employee_id,prefixed_resource_id,prefix_rules,0.88
/hr/employees/emp_303/contract,/hr/employees/{employee_id}/contract,2,emp_303,employee_id,prefixed_resource_id,prefix_rules,0.88
/hr/employees/emp_303/salary,/hr/employees/{employee_id}/salary,2,emp_303,employee_id,prefixed_resource_id,prefix_rules,0.88
/hr/employees/emp_304/contract,/hr/employees/{employee_id}/contract,2,emp_304,employee_id,prefixed_resource_id,prefix_rules,0.88
/hr/employees/emp_304/salary,/hr/employees/{employee_id}/salary,2,emp_304,employee_id,prefixed_resource_id,prefix_rules,0.88
/hr/employees/emp_305/contract,/hr/employees/{employee_id}/contract,2,emp_305,employee_id,prefixed_resource_id,prefix_rules,0.88
/hr/employees/emp_305/salary,/hr/employees/{employee_id}/salary,2,emp_305,employee_id,prefixed_resource_id,prefix_rules,0.88
/hr/employees/emp_306/contract,/hr/employees/{employee_id}/contract,2,emp_306,employee_id,prefixed_resource_id,prefix_rules,0.88
/hr/employees/emp_306/salary,/hr/employees/{employee_id}/salary,2,emp_306,employee_id,prefixed_resource_id,prefix_rules,0.88
/hr/employees/emp_307/contract,/hr/employees/{employee_id}/contract,2,emp_307,employee_id,prefixed_resource_id,prefix_rules,0.88
/hr/employees/emp_307/salary,/hr/employees/{employee_id}/salary,2,emp_307,employee_id,prefixed_resource_id,prefix_rules,0.88
/hr/employees/emp_308/contract,/hr/employees/{employee_id}/contract,2,emp_308,employee_id,prefixed_resource_id,prefix_rules,0.88
/hr/employees/emp_308/salary,/hr/employees/{employee_id}/salary,2,emp_308,employee_id,prefixed_resource_id,prefix_rules,0.88
/hr/employees/emp_309/contract,/hr/employees/{employee_id}/contract,2,emp_309,employee_id,prefixed_resource_id,prefix_rules,0.88
/hr/employees/emp_309/salary,/hr/employees/{employee_id}/salary,2,emp_309,employee_id,prefixed_resource_id,prefix_rules,0.88
/hr/employees/emp_310/contract,/hr/employees/{employee_id}/contract,2,emp_310,employee_id,prefixed_resource_id,prefix_rules,0.88
/hr/employees/emp_310/salary,/hr/employees/{employee_id}/salary,2,emp_310,employee_id,prefixed_resource_id,prefix_rules,0.88
/hr/employees/emp_311/contract,/hr/employees/{employee_id}/contract,2,emp_311,employee_id,prefixed_resource_id,prefix_rules,0.88
/hr/employees/emp_311/salary,/hr/employees/{employee_id}/salary,2,emp_311,employee_id,prefixed_resource_id,prefix_rules,0.88
/hr/employees/emp_312/contract,/hr/employees/{employee_id}/contract,2,emp_312,employee_id,prefixed_resource_id,prefix_rules,0.88
/hr/employees/emp_312/salary,/hr/employees/{employee_id}/salary,2,emp_312,employee_id,prefixed_resource_id,prefix_rules,0.88
/hr/employees/emp_313/contract,/hr/employees/{employee_id}/contract,2,emp_313,employee_id,prefixed_resource_id,prefix_rules,0.88
/hr/employees/emp_313/salary,/hr/employees/{employee_id}/salary,2,emp_313,employee_id,prefixed_resource_id,prefix_rules,0.88
/hr/employees/emp_314/contract,/hr/employees/{employee_id}/contract,2,emp_314,employee_id,prefixed_resource_id,prefix_rules,0.88
/hr/employees/emp_314/salary,/hr/employees/{employee_id}/salary,2,emp_314,employee_id,prefixed_resource_id,prefix_rules,0.88
/hr/employees/emp_315/contract,/hr/employees/{employee_id}/contract,2,emp_315,employee_id,prefixed_resource_id,prefix_rules,0.88
/hr/employees/emp_315/salary,/hr/employees/{employee_id}/salary,2,emp_315,employee_id,prefixed_resource_id,prefix_rules,0.88
/shop/products/prod_1,/shop/products/{product_id},2,prod_1,product_id,prefixed_resource_id,prefix_rules,0.85
/shop/products/prod_2,/shop/products/{product_id},2,prod_2,product_id,prefixed_resource_id,prefix_rules,0.85
/shop/products/prod_3,/shop/products/{product_id},2,prod_3,product_id,prefixed_resource_id,prefix_rules,0.85
/shop/products/prod_4,/shop/products/{product_id},2,prod_4,product_id,prefixed_resource_id,prefix_rules,0.85
/shop/products/prod_5,/shop/products/{product_id},2,prod_5,product_id,prefixed_resource_id,prefix_rules,0.85
/shop/products/prod_6,/shop/products/{product_id},2,prod_6,product_id,prefixed_resource_id,prefix_rules,0.85
/shop/products/prod_7,/shop/products/{product_id},2,prod_7,product_id,prefixed_resource_id,prefix_rules,0.85
/shop/products/prod_8,/shop/products/{product_id},2,prod_8,product_id,prefixed_resource_id,prefix_rules,0.85
/shop/products/prod_9,/shop/products/{product_id},2,prod_9,product_id,prefixed_resource_id,prefix_rules,0.85
/shop/products/prod_10,/shop/products/{product_id},2,prod_10,product_id,prefixed_resource_id,prefix_rules,0.85
/shop/products/prod_11,/shop/products/{product_id},2,prod_11,product_id,prefixed_resource_id,prefix_rules,0.85
/shop/products/prod_12,/shop/products/{product_id},2,prod_12,product_id,prefixed_resource_id,prefix_rules,0.85
/shop/products/prod_13,/shop/products/{product_id},2,prod_13,product_id,prefixed_resource_id,prefix_rules,0.85
/shop/products/prod_14,/shop/products/{product_id},2,prod_14,product_id,prefixed_resource_id,prefix_rules,0.85
/shop/products/prod_15,/shop/products/{product_id},2,prod_15,product_id,prefixed_resource_id,prefix_rules,0.85
/shop/products/prod_16,/shop/products/{product_id},2,prod_16,product_id,prefixed_resource_id,prefix_rules,0.85
/shop/products/prod_17,/shop/products/{product_id},2,prod_17,product_id,prefixed_resource_id,prefix_rules,0.85
/shop/products/prod_18,/shop/products/{product_id},2,prod_18,product_id,prefixed_resource_id,prefix_rules,0.85
/shop/products/prod_19,/shop/products/{product_id},2,prod_19,product_id,prefixed_resource_id,prefix_rules,0.85
/shop/products/prod_20,/shop/products/{product_id},2,prod_20,product_id,prefixed_resource_id,prefix_rules,0.85
/shop/products/00000000-0000-0000-0000-00000000002a,/shop/products/{product_id},2,00000000-0000-0000-0000-00000000002a,product_id,uuid,context_rules,0.9
/shop/products/00000000-0000-0000-0000-0000000f426d,/shop/products/{product_id},2,00000000-0000-0000-0000-0000000f426d,product_id,uuid,context_rules,0.9
/shop/products/00000000-0000-0000-0000-0000001e84b0,/shop/products/{product_id},2,00000000-0000-0000-0000-0000001e84b0,product_id,uuid,context_rules,0.9
/shop/products/00000000-0000-0000-0000-0000002dc6f3,/shop/products/{product_id},2,00000000-0000-0000-0000-0000002dc6f3,product_id,uuid,context_rules,0.9
/shop/products/00000000-0000-0000-0000-0000003d0936,/shop/products/{product_id},2,00000000-0000-0000-0000-0000003d0936,product_id,uuid,context_rules,0.9
/shop/products/00000000-0000-0000-0000-0000004c4b79,/shop/products/{product_id},2,00000000-0000-0000-0000-0000004c4b79,product_id,uuid,context_rules,0.9
/shop/products/00000000-0000-0000-0000-0000005b8dbc,/shop/products/{product_id},2,00000000-0000-0000-0000-0000005b8dbc,product_id,uuid,context_rules,0.9
/shop/products/00000000-0000-0000-0000-0000006acfff,/shop/products/{product_id},2,00000000-0000-0000-0000-0000006acfff,product_id,uuid,context_rules,0.9
/shop/products/00000000-0000-0000-0000-0000007a1242,/shop/products/{product_id},2,00000000-0000-0000-0000-0000007a1242,product_id,uuid,context_rules,0.9
/shop/products/00000000-0000-0000-0000-000000895485,/shop/products/{product_id},2,00000000-0000-0000-0000-000000895485,product_id,uuid,context_rules,0.9
/shop/carts/cart_7001,/shop/carts/{cart_id},2,cart_7001,cart_id,prefixed_resource_id,prefix_rules,0.88
/shop/carts/cart_7002,/shop/carts/{cart_id},2,cart_7002,cart_id,prefixed_resource_id,prefix_rules,0.88
/shop/carts/cart_7003,/shop/carts/{cart_id},2,cart_7003,cart_id,prefixed_resource_id,prefix_rules,0.88
/shop/carts/cart_7004,/shop/carts/{cart_id},2,cart_7004,cart_id,prefixed_resource_id,prefix_rules,0.88
/shop/carts/cart_7005,/shop/carts/{cart_id},2,cart_7005,cart_id,prefixed_resource_id,prefix_rules,0.88
/shop/carts/cart_7006,/shop/carts/{cart_id},2,cart_7006,cart_id,prefixed_resource_id,prefix_rules,0.88
/shop/carts/cart_7007,/shop/carts/{cart_id},2,cart_7007,cart_id,prefixed_resource_id,prefix_rules,0.88
/shop/carts/cart_7008,/shop/carts/{cart_id},2,cart_7008,cart_id,prefixed_resource_id,prefix_rules,0.88
/shop/carts/cart_7009,/shop/carts/{cart_id},2,cart_7009,cart_id,prefixed_resource_id,prefix_rules,0.88
/shop/carts/cart_7010,/shop/carts/{cart_id},2,cart_7010,cart_id,prefixed_resource_id,prefix_rules,0.88
/shop/carts/cart_7011,/shop/carts/{cart_id},2,cart_7011,cart_id,prefixed_resource_id,prefix_rules,0.88
/shop/carts/cart_7012,/shop/carts/{cart_id},2,cart_7012,cart_id,prefixed_resource_id,prefix_rules,0.88
/shop/carts/cart_7013,/shop/carts/{cart_id},2,cart_7013,cart_id,prefixed_resource_id,prefix_rules,0.88
/shop/carts/cart_7014,/shop/carts/{cart_id},2,cart_7014,cart_id,prefixed_resource_id,prefix_rules,0.88
/shop/carts/cart_7015,/shop/carts/{cart_id},2,cart_7015,cart_id,prefixed_resource_id,prefix_rules,0.88
/shop/carts/cart_7001/items/item_1,/shop/carts/{cart_id}/items/{resource_id},2,cart_7001,cart_id,prefixed_resource_id,prefix_rules,0.88
/shop/carts/cart_7001/items/item_1,/shop/carts/{cart_id}/items/{resource_id},4,item_1,resource_id,prefixed_resource_id,prefix_rules_ambiguous,0.45
/shop/carts/cart_7002/items/item_1,/shop/carts/{cart_id}/items/{resource_id},2,cart_7002,cart_id,prefixed_resource_id,prefix_rules,0.88
/shop/carts/cart_7002/items/item_1,/shop/carts/{cart_id}/items/{resource_id},4,item_1,resource_id,prefixed_resource_id,prefix_rules_ambiguous,0.45
/shop/carts/cart_7003/items/item_1,/shop/carts/{cart_id}/items/{resource_id},2,cart_7003,cart_id,prefixed_resource_id,prefix_rules,0.88
/shop/carts/cart_7003/items/item_1,/shop/carts/{cart_id}/items/{resource_id},4,item_1,resource_id,prefixed_resource_id,prefix_rules_ambiguous,0.45
/shop/carts/cart_7004/items/item_1,/shop/carts/{cart_id}/items/{resource_id},2,cart_7004,cart_id,prefixed_resource_id,prefix_rules,0.88
/shop/carts/cart_7004/items/item_1,/shop/carts/{cart_id}/items/{resource_id},4,item_1,resource_id,prefixed_resource_id,prefix_rules_ambiguous,0.45
/shop/carts/cart_7005/items/item_1,/shop/carts/{cart_id}/items/{resource_id},2,cart_7005,cart_id,prefixed_resource_id,prefix_rules,0.88
/shop/carts/cart_7005/items/item_1,/shop/carts/{cart_id}/items/{resource_id},4,item_1,resource_id,prefixed_resource_id,prefix_rules_ambiguous,0.45
/shop/carts/cart_7006/items/item_1,/shop/carts/{cart_id}/items/{resource_id},2,cart_7006,cart_id,prefixed_resource_id,prefix_rules,0.88
/shop/carts/cart_7006/items/item_1,/shop/carts/{cart_id}/items/{resource_id},4,item_1,resource_id,prefixed_resource_id,prefix_rules_ambiguous,0.45
/shop/carts/cart_7007/items/item_1,/shop/carts/{cart_id}/items/{resource_id},2,cart_7007,cart_id,prefixed_resource_id,prefix_rules,0.88
/shop/carts/cart_7007/items/item_1,/shop/carts/{cart_id}/items/{resource_id},4,item_1,resource_id,prefixed_resource_id,prefix_rules_ambiguous,0.45
/shop/carts/cart_7008/items/item_1,/shop/carts/{cart_id}/items/{resource_id},2,cart_7008,cart_id,prefixed_resource_id,prefix_rules,0.88
/shop/carts/cart_7008/items/item_1,/shop/carts/{cart_id}/items/{resource_id},4,item_1,resource_id,prefixed_resource_id,prefix_rules_ambiguous,0.45
/shop/carts/cart_7009/items/item_1,/shop/carts/{cart_id}/items/{resource_id},2,cart_7009,cart_id,prefixed_resource_id,prefix_rules,0.88
/shop/carts/cart_7009/items/item_1,/shop/carts/{cart_id}/items/{resource_id},4,item_1,resource_id,prefixed_resource_id,prefix_rules_ambiguous,0.45
/shop/carts/cart_7010/items/item_1,/shop/carts/{cart_id}/items/{resource_id},2,cart_7010,cart_id,prefixed_resource_id,prefix_rules,0.88
/shop/carts/cart_7010/items/item_1,/shop/carts/{cart_id}/items/{resource_id},4,item_1,resource_id,prefixed_resource_id,prefix_rules_ambiguous,0.45
/shop/orders/ord_3001,/shop/orders/{order_id},2,ord_3001,order_id,prefixed_resource_id,prefix_rules,0.88
/shop/orders/ord_3002,/shop/orders/{order_id},2,ord_3002,order_id,prefixed_resource_id,prefix_rules,0.88
/shop/orders/ord_3003,/shop/orders/{order_id},2,ord_3003,order_id,prefixed_resource_id,prefix_rules,0.88
/shop/orders/ord_3004,/shop/orders/{order_id},2,ord_3004,order_id,prefixed_resource_id,prefix_rules,0.88
/shop/orders/ord_3005,/shop/orders/{order_id},2,ord_3005,order_id,prefixed_resource_id,prefix_rules,0.88
/shop/orders/ord_3006,/shop/orders/{order_id},2,ord_3006,order_id,prefixed_resource_id,prefix_rules,0.88
/shop/orders/ord_3007,/shop/orders/{order_id},2,ord_3007,order_id,prefixed_resource_id,prefix_rules,0.88
/shop/orders/ord_3008,/shop/orders/{order_id},2,ord_3008,order_id,prefixed_resource_id,prefix_rules,0.88
/shop/orders/ord_3009,/shop/orders/{order_id},2,ord_3009,order_id,prefixed_resource_id,prefix_rules,0.88
/shop/orders/ord_3010,/shop/orders/{order_id},2,ord_3010,order_id,prefixed_resource_id,prefix_rules,0.88
/shop/orders/ord_3011,/shop/orders/{order_id},2,ord_3011,order_id,prefixed_resource_id,prefix_rules,0.88
/shop/orders/ord_3012,/shop/orders/{order_id},2,ord_3012,order_id,prefixed_resource_id,prefix_rules,0.88
/shop/orders/ord_3013,/shop/orders/{order_id},2,ord_3013,order_id,prefixed_resource_id,prefix_rules,0.88
/shop/orders/ord_3014,/shop/orders/{order_id},2,ord_3014,order_id,prefixed_resource_id,prefix_rules,0.88
/shop/orders/ord_3015,/shop/orders/{order_id},2,ord_3015,order_id,prefixed_resource_id,prefix_rules,0.88
/shop/orders/ord_3016,/shop/orders/{order_id},2,ord_3016,order_id,prefixed_resource_id,prefix_rules,0.88
/shop/orders/ord_3017,/shop/orders/{order_id},2,ord_3017,order_id,prefixed_resource_id,prefix_rules,0.88
/shop/orders/ord_3018,/shop/orders/{order_id},2,ord_3018,order_id,prefixed_resource_id,prefix_rules,0.88
/shop/orders/ord_3019,/shop/orders/{order_id},2,ord_3019,order_id,prefixed_resource_id,prefix_rules,0.88
/shop/orders/ord_3020,/shop/orders/{order_id},2,ord_3020,order_id,prefixed_resource_id,prefix_rules,0.88
/shop/orders/ord_3001/cancel,/shop/orders/{order_id}/cancel,2,ord_3001,order_id,prefixed_resource_id,prefix_rules,0.88
/shop/orders/ord_3001/refund,/shop/orders/{order_id}/refund,2,ord_3001,order_id,prefixed_resource_id,prefix_rules,0.88
/shop/orders/ord_3002/cancel,/shop/orders/{order_id}/cancel,2,ord_3002,order_id,prefixed_resource_id,prefix_rules,0.88
/shop/orders/ord_3002/refund,/shop/orders/{order_id}/refund,2,ord_3002,order_id,prefixed_resource_id,prefix_rules,0.88
/shop/orders/ord_3003/cancel,/shop/orders/{order_id}/cancel,2,ord_3003,order_id,prefixed_resource_id,prefix_rules,0.88
/shop/orders/ord_3003/refund,/shop/orders/{order_id}/refund,2,ord_3003,order_id,prefixed_resource_id,prefix_rules,0.88
/shop/orders/ord_3004/cancel,/shop/orders/{order_id}/cancel,2,ord_3004,order_id,prefixed_resource_id,prefix_rules,0.88
/shop/orders/ord_3004/refund,/shop/orders/{order_id}/refund,2,ord_3004,order_id,prefixed_resource_id,prefix_rules,0.88
/shop/orders/ord_3005/cancel,/shop/orders/{order_id}/cancel,2,ord_3005,order_id,prefixed_resource_id,prefix_rules,0.88
/shop/orders/ord_3005/refund,/shop/orders/{order_id}/refund,2,ord_3005,order_id,prefixed_resource_id,prefix_rules,0.88
/shop/orders/ord_3006/cancel,/shop/orders/{order_id}/cancel,2,ord_3006,order_id,prefixed_resource_id,prefix_rules,0.88
/shop/orders/ord_3006/refund,/shop/orders/{order_id}/refund,2,ord_3006,order_id,prefixed_resource_id,prefix_rules,0.88
/shop/orders/ord_3007/cancel,/shop/orders/{order_id}/cancel,2,ord_3007,order_id,prefixed_resource_id,prefix_rules,0.88
/shop/orders/ord_3007/refund,/shop/orders/{order_id}/refund,2,ord_3007,order_id,prefixed_resource_id,prefix_rules,0.88
/shop/orders/ord_3008/cancel,/shop/orders/{order_id}/cancel,2,ord_3008,order_id,prefixed_resource_id,prefix_rules,0.88
/shop/orders/ord_3008/refund,/shop/orders/{order_id}/refund,2,ord_3008,order_id,prefixed_resource_id,prefix_rules,0.88
/shop/orders/ord_3009/cancel,/shop/orders/{order_id}/cancel,2,ord_3009,order_id,prefixed_resource_id,prefix_rules,0.88
/shop/orders/ord_3009/refund,/shop/orders/{order_id}/refund,2,ord_3009,order_id,prefixed_resource_id,prefix_rules,0.88
/shop/orders/ord_3010/cancel,/shop/orders/{order_id}/cancel,2,ord_3010,order_id,prefixed_resource_id,prefix_rules,0.88
/shop/orders/ord_3010/refund,/shop/orders/{order_id}/refund,2,ord_3010,order_id,prefixed_resource_id,prefix_rules,0.88
/shop/orders/ord_3011/cancel,/shop/orders/{order_id}/cancel,2,ord_3011,order_id,prefixed_resource_id,prefix_rules,0.88
/shop/orders/ord_3011/refund,/shop/orders/{order_id}/refund,2,ord_3011,order_id,prefixed_resource_id,prefix_rules,0.88
/shop/orders/ord_3012/cancel,/shop/orders/{order_id}/cancel,2,ord_3012,order_id,prefixed_resource_id,prefix_rules,0.88
/shop/orders/ord_3012/refund,/shop/orders/{order_id}/refund,2,ord_3012,order_id,prefixed_resource_id,prefix_rules,0.88
/shop/orders/ord_3013/cancel,/shop/orders/{order_id}/cancel,2,ord_3013,order_id,prefixed_resource_id,prefix_rules,0.88
/shop/orders/ord_3013/refund,/shop/orders/{order_id}/refund,2,ord_3013,order_id,prefixed_resource_id,prefix_rules,0.88
/shop/orders/ord_3014/cancel,/shop/orders/{order_id}/cancel,2,ord_3014,order_id,prefixed_resource_id,prefix_rules,0.88
/shop/orders/ord_3014/refund,/shop/orders/{order_id}/refund,2,ord_3014,order_id,prefixed_resource_id,prefix_rules,0.88
/shop/orders/ord_3015/cancel,/shop/orders/{order_id}/cancel,2,ord_3015,order_id,prefixed_resource_id,prefix_rules,0.88
/shop/orders/ord_3015/refund,/shop/orders/{order_id}/refund,2,ord_3015,order_id,prefixed_resource_id,prefix_rules,0.88
/auth/users/usr_501,/auth/users/{user_id},2,usr_501,user_id,prefixed_resource_id,prefix_rules,0.88
/auth/users/usr_502,/auth/users/{user_id},2,usr_502,user_id,prefixed_resource_id,prefix_rules,0.88
/auth/users/usr_503,/auth/users/{user_id},2,usr_503,user_id,prefixed_resource_id,prefix_rules,0.88
/auth/users/usr_504,/auth/users/{user_id},2,usr_504,user_id,prefixed_resource_id,prefix_rules,0.88
/auth/users/usr_505,/auth/users/{user_id},2,usr_505,user_id,prefixed_resource_id,prefix_rules,0.88
/auth/users/usr_506,/auth/users/{user_id},2,usr_506,user_id,prefixed_resource_id,prefix_rules,0.88
/auth/users/usr_507,/auth/users/{user_id},2,usr_507,user_id,prefixed_resource_id,prefix_rules,0.88
/auth/users/usr_508,/auth/users/{user_id},2,usr_508,user_id,prefixed_resource_id,prefix_rules,0.88
/auth/users/usr_509,/auth/users/{user_id},2,usr_509,user_id,prefixed_resource_id,prefix_rules,0.88
/auth/users/usr_510,/auth/users/{user_id},2,usr_510,user_id,prefixed_resource_id,prefix_rules,0.88
/auth/users/usr_511,/auth/users/{user_id},2,usr_511,user_id,prefixed_resource_id,prefix_rules,0.88
/auth/users/usr_512,/auth/users/{user_id},2,usr_512,user_id,prefixed_resource_id,prefix_rules,0.88
/auth/users/usr_513,/auth/users/{user_id},2,usr_513,user_id,prefixed_resource_id,prefix_rules,0.88
/auth/users/usr_514,/auth/users/{user_id},2,usr_514,user_id,prefixed_resource_id,prefix_rules,0.88
/auth/users/usr_515,/auth/users/{user_id},2,usr_515,user_id,prefixed_resource_id,prefix_rules,0.88
/auth/users/usr_516,/auth/users/{user_id},2,usr_516,user_id,prefixed_resource_id,prefix_rules,0.88
/auth/users/usr_517,/auth/users/{user_id},2,usr_517,user_id,prefixed_resource_id,prefix_rules,0.88
/auth/users/usr_518,/auth/users/{user_id},2,usr_518,user_id,prefixed_resource_id,prefix_rules,0.88
/auth/users/usr_519,/auth/users/{user_id},2,usr_519,user_id,prefixed_resource_id,prefix_rules,0.88
/auth/users/usr_520,/auth/users/{user_id},2,usr_520,user_id,prefixed_resource_id,prefix_rules,0.88
/auth/users/usr_501/roles,/auth/users/{user_id}/roles,2,usr_501,user_id,prefixed_resource_id,prefix_rules,0.88
