case_id,strata,difficulty,trap,url_raw,segment_value,expected_is_parameter,expected_param_name,predicted_is_parameter,predicted_param_name,name_match,confidence,error
hash_0006,hash,hard,"valeur en base64 avec caractere de padding '=', casse une regex hexadecimale ou alphanumerique naive",/api/v1/employees/avatar/dGhpc2lzYXRlc3RzdHJpbmc=,dGhpc2lzYXRlc3RzdHJpbmc=,True,avatarToken,True,avatarId,False,0.9,
hash_0007,hash,hard,"base64 contenant des caracteres speciaux, risque de rupture d'une regex alphanumerique stricte",/api/v2/documents/preview/YWJjMTIzIT8kKiYoKSctPUB-,YWJjMTIzIT8kKiYoKSctPUB-,True,previewToken,True,documentId,False,0.85,
hash_0008,hash,medium,"base64url (caracteres '-' et '_'), peut etre confondu avec un identifiant prefixe a tirets",/api/v1/files/thumbnails/a3f5-c9e1_88bd,a3f5-c9e1_88bd,True,thumbnailKey,True,thumbnailId,False,0.9,
hash_0009,hash,medium,"hash MD5 de la chaine vide (valeur bien connue), potentiel indicateur de donnee non renseignee",/api/v1/reports/payroll/2024/checksum/d41d8cd98f00b204e9800998ecf8427e,d41d8cd98f00b204e9800998ecf8427e,True,checksumHash,True,hash,False,0.85,
hash_0010,hash,easy,,/api/v1/sessions/tokens/3b5d5c3712955042212316173ccf37be,3b5d5c3712955042212316173ccf37be,True,token,True,tokenId,False,0.9,
hash_0011,hash,easy,,/api/v2/webhooks/signatures/6c1a1a4e2f0b3d9e7c8a5b6d4e3f2c1a0b9d8e7f6c5b4a3d2e1f0a9b8c7d6e5f,6c1a1a4e2f0b3d9e7c8a5b6d4e3f2c1a0b9d8e7f6c5b4a3d2e1f0a9b8c7d6e5f,True,signature,True,signatureId,False,0.95,
hash_0012,hash,medium,"hash a forte proportion de chiffres, peut etre confondu avec un identifiant numerique long",/api/v1/imports/batches/1234567890abcdef1234567890abcdef,1234567890abcdef1234567890abcdef,True,batchHash,True,batchId,False,0.9,
hash_0013,hash,hard,"hash compose uniquement de zeros, valeur sentinelle probable plutot qu'un hash reel calcule",/api/v1/candidates/resumes/hash/0000000000000000,0000000000000000,True,resumeHash,False,,,0.4,
hash_0014,hash,easy,,/api/v2/exports/payroll-runs/b2c3d4e5f6a7b8c9d0e1f2a3b4c5d6e7f8a9b0c1,b2c3d4e5f6a7b8c9d0e1f2a3b4c5d6e7f8a9b0c1,True,exportId,True,payrollRunId,False,0.95,
hash_0015,hash,medium,"hex en casse mixte inhabituelle, un detecteur normalisant en minuscule avant de matcher peut echouer sur la casse d'origine",/api/v1/certificates/verify/AbCdEf1234567890aBcDeF1234567890,AbCdEf1234567890aBcDeF1234567890,True,certificateHash,True,certificateHash,True,0.85,
hash_0016,hash,hard,"contexte parent trop cryptique ('e') pour deriver un nom semantique, et longueur de hash atypique (41 caracteres, ni MD5 ni SHA-1 standard)",/api/v1/employees/e/9c1185a5c5e9fc54612808977ee8f548b2258d31,9c1185a5c5e9fc54612808977ee8f548b2258d31,True,,True,employeeId,False,0.92,
hash_0017,hash,easy,,/api/v1/onboarding/steps/checklist/f0e1d2c3b4a5968778695a4b3c2d1e0f,f0e1d2c3b4a5968778695a4b3c2d1e0f,True,checklistHash,True,checklistId,False,0.95,
hash_0018,hash,medium,"segment parent 'sha1' nomme l'algorithme et non la ressource, risque de deriver un nom incorrect (ex: 'sha1Id') si on ignore le grand-parent 'documents'",/api/v2/agencies/agence-idf/documents/sha1/3ecacd18a3fb0f6db1195090c3d15f34a230e7ee,3ecacd18a3fb0f6db1195090c3d15f34a230e7ee,True,documentHash,True,sha1Hash,False,0.9,
hash_0019,hash,hard,"hash MD5 correspondant a une valeur connue publiquement ('password'), suspect d'etre une donnee de demonstration",/api/v1/badge/print/QR/5f4dcc3b5aa765d61d8327deb882cf99,5f4dcc3b5aa765d61d8327deb882cf99,True,qrHash,True,badgeId,False,0.85,
hash_0020,hash,hard,"longueur bien inferieure aux tailles de hash standards (16/32/40/64), doute legitime entre vraie valeur tronquee et code constant",/api/v2/timesheets/signatures/hex/ff,ff,True,hexValue,False,,,0.75,
prefixed_id_0001,prefixed_id,easy,,/api/v1/employees/EMP-0001,EMP-0001,True,employeeId,True,employeeId,True,0.9,
prefixed_id_0002,prefixed_id,easy,,/api/v1/contracts/CTR_88213,CTR_88213,True,contractId,True,contractId,True,0.95,
prefixed_id_0003,prefixed_id,hard,forme 'PAY2024' ressemble a une periode/constante temporelle plutot qu'a un identifiant unique de run,/api/v1/payroll-runs/PAY2024,PAY2024,True,payrollRunId,True,payrollRunId,True,0.9,
prefixed_id_0004,prefixed_id,easy,,/api/v1/users/u123456,u123456,True,userId,True,userId,True,0.9,
prefixed_id_0005,prefixed_id,medium,"identifiant prefixe tres court (2 caracteres), facile a confondre avec un code business ou une valeur tronquee",/api/v1/candidates/c7,c7,True,candidateId,True,candidateId,True,0.85,
prefixed_id_0006,prefixed_id,medium,"identifiant composite incluant une annee (POS-2026-...), une regex naive pourrait le decouper en plusieurs tokens",/api/v2/positions/POS-2026-00042,POS-2026-00042,True,positionId,True,positionId,True,0.92,
prefixed_id_0007,prefixed_id,easy,,/api/v1/departments/DEPT_HR_01,DEPT_HR_01,True,departmentId,True,departmentId,True,0.9,
prefixed_id_0008,prefixed_id,easy,,/api/v1/expenses/EXP2026-000391/lines,EXP2026-000391,True,expenseId,True,expenseId,True,0.95,
prefixed_id_0009,prefixed_id,hard,"l'identifiant contient un nom de ville lisible (PARIS), risque qu'un detecteur le traite comme un segment semantique plutot qu'un id opaque",/api/v1/agencies/AG-PARIS-01,AG-PARIS-01,True,agencyId,True,agencyId,True,0.95,
prefixed_id_0010,prefixed_id,easy,,/api/v1/badges/BDG00001A,BDG00001A,True,badgeId,True,badgeId,True,0.9,
prefixed_id_0011,prefixed_id,medium,"identifiant incluant un trimestre (Q1), motif temporel imbrique dans un id opaque",/api/v1/training-sessions/TRN-2026-Q1-014,TRN-2026-Q1-014,True,trainingSessionId,True,trainingSessionId,True,0.9,
prefixed_id_0012,prefixed_id,medium,"prefixe en minuscules suivi d'un suffixe hexadecimal court, a la frontiere entre prefixed_id et hash",/api/v1/onboarding/plans/ob_9f2a,ob_9f2a,True,planId,True,planId,True,0.9,
prefixed_id_0013,prefixed_id,hard,"deux identifiants prefixes consecutifs de familles differentes (EMP-, CTR_), risque de confusion de prefixe",/api/v1/employees/EMP-0001/contracts/CTR_88213,EMP-0001,True,employeeId,True,employeeId,True,0.92,
prefixed_id_0014,prefixed_id,hard,"deux identifiants prefixes consecutifs de familles differentes (EMP-, CTR_), risque de confusion de prefixe",/api/v1/employees/EMP-0001/contracts/CTR_88213,CTR_88213,True,contractId,True,contractId,True,0.95,
prefixed_id_0015,prefixed_id,easy,,/api/v1/matricules/M001234,M001234,True,matriculeId,True,matriculeId,True,0.95,
prefixed_id_0016,prefixed_id,hard,"code de convention collective (IDCC), issu d'une liste nationale fixe - a la frontiere entre parametre libre et valeur d'enumeration",/api/v1/conventions/CCN3248,CCN3248,True,conventionCode,True,conventionId,False,0.95,
prefixed_id_0017,prefixed_id,easy,,/api/v1/job-postings/JOB-2026-0007/candidates,JOB-2026-0007,True,jobPostingId,True,jobPostingId,True,0.95,
prefixed_id_0018,prefixed_id,medium,"suffixe numerique a un seul chiffre, id tres court pour une ressource offer",/api/v1/offers/OFR7,OFR7,True,offerId,True,offerId,True,0.85,
prefixed_id_0019,prefixed_id,medium,"identifiant contenant un nom de ville lisible (LYON), meme piege que les codes d'agence mais sur une ressource differente",/api/v1/sites/SITE-LYON-002/employees,SITE-LYON-002,True,siteId,True,siteId,True,0.95,
prefixed_id_0020,prefixed_id,hard,"identifiant composite encodant une date et une reference employe dans un seul token, une regex de decoupage naive pourrait le fragmenter en plusieurs segments logiques",/api/v1/timesheets/TS_2026_08_EMP0001,TS_2026_08_EMP0001,True,timesheetId,True,timesheetId,True,0.85,
timestamp_0001,timestamp,easy,,/api/v1/timesheets/2026-08-07,2026-08-07,True,timesheetDate,True,timesheetId,False,0.85,
timestamp_0002,timestamp,hard,"format annee-mois (YYYY-MM), a la frontiere entre timestamp variable et cle de periode quasi-fixe",/api/v1/payroll-runs/2026-08,2026-08,True,payrollPeriod,True,payrollRunId,False,0.85,
timestamp_0003,timestamp,medium,"epoch en secondes, purement numerique - un detecteur naif peut le confondre avec un identifiant numerique sequentiel",/api/v1/events/1735689600,1735689600,True,timestamp,True,eventId,False,0.85,
timestamp_0004,timestamp,medium,"epoch en millisecondes (13 chiffres), meme piege numerique que l'epoch en secondes mais longueur differente",/api/v1/audit-logs/1735689600000,1735689600000,True,timestamp,True,auditLogId,False,0.85,
timestamp_0005,timestamp,medium,"date compacte a 8 chiffres, ressemble a un identifiant numerique ou a une version d'API (ex: /v20260807/)",/api/v1/reports/generated/20260807,20260807,True,generatedDate,True,reportDate,False,0.75,
timestamp_0006,timestamp,hard,"date-heure compacte sans separateur (14 chiffres), longueur proche d'un identifiant numerique tres long",/api/v1/snapshots/20260807143000/summary,20260807143000,True,snapshotTimestamp,True,snapshotId,False,0.9,
timestamp_0007,timestamp,hard,"date ISO8601 complete avec heure et fuseau (caracteres ':' et 'Z'), casse une regex de segment alphanumerique strict",/api/v1/leave-requests/created-after/2026-08-07T14:30:00Z,2026-08-07T14:30:00Z,True,sinceDate,True,createdAfter,False,0.95,
timestamp_0008,timestamp,medium,"variante avec tirets a la place des ':' (forme URL-safe), differente du format precedent pour la meme notion de date-heure",/api/v1/candidates/applied-before/2026-08-07T14-30-00Z,2026-08-07T14-30-00Z,True,beforeDate,True,timestamp,False,0.9,
timestamp_0009,timestamp,hard,"periode au format YYYYMM compact (6 chiffres), difficile a distinguer d'un code numerique metier",/api/v1/payslips/period/202608,202608,True,payslipPeriod,True,periodId,False,0.8,
timestamp_0010,timestamp,easy,,/api/v1/employees/EMP-0001/history/1999-12-31,1999-12-31,True,historyDate,True,date,False,0.9,
timestamp_0011,timestamp,hard,"epoch egal a 0 (1er janvier 1970), valeur sentinelle probable ('aucun filtre') plutot qu'un vrai horodatage metier",/api/v1/leave-balances/as-of/0,0,True,asOfTimestamp,True,date,False,0.8,
timestamp_0012,timestamp,hard,"epoch au motif suspect (que des 9), potentielle valeur sentinelle 'sans expiration' plutot qu'une date planifiee reelle",/api/v1/interviews/scheduled/9999999999,9999999999,True,scheduledTimestamp,True,scheduledId,False,0.85,
timestamp_0013,timestamp,hard,"petit entier representant un jour relatif (offset), pas une date absolue - a la limite entre timestamp et simple compteur ordinal",/api/v1/onboarding/day/1,1,True,dayOffset,False,,,0.75,
timestamp_0014,timestamp,medium,"notation par trimestre (2026-Q1), format temporel non standard pour un parseur de dates classique",/api/v1/trainings/sessions/2026-Q1,2026-Q1,True,sessionPeriod,True,sessionId,False,0.8,
timestamp_0015,timestamp,medium,"annee isolee sur son propre segment de chemin, ressemble fortement a une constante de type dossier de reporting (cf. /reports/2024/)",/api/v1/exports/payroll/2026/08,2026,True,exportYear,True,year,False,0.9,
timestamp_0016,timestamp,hard,"segment mois a deux chiffres, tres court et purement numerique, facilement confondu avec un simple compteur",/api/v1/exports/payroll/2026/08,08,True,exportMonth,False,,,0.95,
timestamp_0017,timestamp,medium,"precision milliseconde dans un format ISO complet, chaine plus longue et plus riche en separateurs que les cas ISO simples",/api/v1/audit-logs/before/2026-08-07T00:00:00.000Z,2026-08-07T00:00:00.000Z,True,beforeTimestamp,True,timestamp,False,0.9,
timestamp_0018,timestamp,hard,"format DD-MM-YYYY europeen, ambigu avec MM-DD-YYYY pour un parseur non localise (07-08 pourrait etre le 7 aout ou une valeur invalide en interpretation US)",/api/v1/certificates/issued/07-08-2026,07-08-2026,True,issuedDate,True,certificateId,False,0.4,
timestamp_0019,timestamp,hard,"deux dates consecutives formant une plage (debut/fin), risque de confondre l'ordre ou de les fusionner en un seul segment",/api/v1/leave-requests/2026-08-07/2026-08-14,2026-08-07,True,startDate,True,startDate,True,0.85,
timestamp_0020,timestamp,hard,"deux dates consecutives formant une plage (debut/fin), risque de confondre l'ordre ou de les fusionner en un seul segment",/api/v1/leave-requests/2026-08-07/2026-08-14,2026-08-14,True,endDate,True,endDate,True,0.8,
business_code_0001,business_code,easy,,/api/v1/employees/job-code/CADRE1,CADRE1,True,jobCode,True,jobCode,True,0.75,
business_code_0002,business_code,medium,"code compose d'une abreviation de ville et d'un code postal partiel, lisible par un humain mais reste un identifiant metier",/api/v1/agencies/PAR75,PAR75,True,agencyCode,True,agencyId,False,0.9,
business_code_0003,business_code,hard,"code IDCC purement numerique a 4 chiffres, indissociable dans sa forme d'un identifiant numerique sequentiel classique",/api/v1/conventions/1596,1596,True,conventionCode,True,conventionId,False,0.9,
business_code_0004,business_code,hard,"code a 3 lettres, forme identique a un code langue ISO (fr, en...) ou pays, ambigu sans connaissance du referentiel metier",/api/v1/jobs/categories/OUV,OUV,True,jobCategoryCode,True,categoryId,False,0.75,
business_code_0005,business_code,hard,"'CDI' est un code de type de contrat tres frequent (valeur d'enumeration quasi fixe), a la limite entre parametre variable et constante metier",/api/v1/employees/status/CDI,CDI,True,contractType,False,,,0.85,
business_code_0006,business_code,medium,,/api/v1/payroll/rubriques/PRIM01,PRIM01,True,payrollLineCode,True,rubriqueId,False,0.85,
business_code_0007,business_code,medium,"code combinant abreviation de ville et numero de departement, motif similaire a d'autres codes d'agence du systeme",/api/v1/sites/LY69,LY69,True,siteCode,True,siteId,False,0.9,
business_code_0008,business_code,easy,,/api/v1/employees/grade/E5,E5,True,gradeCode,True,gradeId,False,0.7,
business_code_0009,business_code,medium,"abreviation d'un nom de marque connu (LinkedIn), pourrait etre percue comme une valeur tronquee/erronee plutot qu'un code metier valide",/api/v1/recruitment/sources/LKDIN,LKDIN,True,sourceCode,True,sourceId,False,0.75,
business_code_0010,business_code,medium,"code combinant un type de prestation et une annee, motif proche des identifiants observes dans la strate timestamp",/api/v1/benefits/plans/MUT2026A,MUT2026A,True,benefitPlanCode,True,planId,False,0.9,
business_code_0011,business_code,hard,"code a un seul caractere, longueur minimale rendant la distinction avec une constante ou une troncature accidentelle tres difficile",/api/v1/employees/civility/M,M,True,civilityCode,False,,,0.85,
business_code_0012,business_code,hard,"'RTT' est un code quasi universel et fixe dans le domaine RH francais, ressemble davantage a une constante d'enumeration qu'a une valeur variable",/api/v1/absences/reasons/RTT,RTT,True,absenceReasonCode,False,,,0.9,
business_code_0013,business_code,hard,"code pays ISO a 2 lettres, catalogue ferme et universel - cas limite entre code metier variable et constante d'enumeration standard",/api/v1/employees/nationality/FR,FR,True,nationalityCode,True,nationalityCode,True,0.95,
business_code_0014,business_code,easy,,/api/v1/departments/codes/RH01,RH01,True,departmentCode,True,departmentCode,True,0.8,
business_code_0015,business_code,hard,"code a 2 lettres, forme identique a un code langue ou pays ISO, tres generique sans le referentiel metier",/api/v1/employees/contract-family/CC,CC,True,contractFamilyCode,False,,,0.85,
business_code_0016,business_code,medium,,/api/v1/employees/pay-scale/ECH12,ECH12,True,payScaleCode,False,,,0.85,
business_code_0017,business_code,medium,"code a 3 lettres generique, meme ambiguite potentielle que les codes de langue/pays sans contexte metier explicite",/api/v1/jobs/families/COM,COM,True,jobFamilyCode,True,familyId,False,0.85,
business_code_0018,business_code,hard,"code a un seul caractere ('H' pour heures), risque eleve de confusion avec une constante ou une erreur de troncature",/api/v1/timesheets/units/H,H,True,unitCode,True,unitId,False,0.75,
business_code_0019,business_code,medium,"code combinant une abreviation et un chiffre d'etape, pourrait aussi etre interprete comme une enumeration ordonnee fixe (etape 1, 2, 3...)",/api/v1/recruitment/stages/ENTR2,ENTR2,True,stageCode,True,stageId,False,0.9,
business_code_0020,business_code,hard,"code langue ISO a 2 lettres, catalogue ferme standard - meme ambiguite structurelle que les codes pays/civilite de ce lot",/api/v1/employees/language/EN,EN,True,languageCode,False,,,0.9,
constant_0001,constant,easy,'v2' ressemble a une valeur mais designe la version fixe de l'API,/api/v2/employees,v2,False,,False,,,0.95,
constant_0002,constant,hard,"version d'API au format date (v20260101), motif numerique long qui imite fortement un identifiant ou un timestamp",/api/v20260101/employees,v20260101,False,,,,,,bad_output_format
constant_0003,constant,medium,"'me' est un alias fixe pour l'utilisateur courant, pas une valeur variable, bien qu'en position d'identifiant habituelle",/api/v1/employees/me,me,False,,False,,,0.9,
constant_0004,constant,medium,"'self' est une constante de convention REST (reference reflexive), en position typique d'un id de ressource",/api/v1/documents/self,self,False,,False,,,0.9,
constant_0005,constant,medium,"'bulk' est une action fixe (operation en masse), place exactement ou apparaitrait un identifiant d'employe",/api/v1/employees/bulk,bulk,False,,False,,,0.95,
constant_0006,constant,medium,"'export' est une sous-action fixe, pas un identifiant de run de paie",/api/v1/payroll-runs/export,export,False,,False,,,0.9,
constant_0007,constant,hard,"'2024' est purement numerique et en position d'identifiant, mais designe ici une constante d'annee de reporting fixe dans les routes de ce service",/api/v1/reports/2024,2024,False,,False,,,0.85,
constant_0008,constant,easy,"'all' est un filtre/mot-cle fixe, pas un identifiant de candidat",/api/v1/candidates/all,all,False,,False,,,0.85,
constant_0009,constant,medium,"'default' designe le plan par defaut fixe, situe en position habituelle d'identifiant de plan",/api/v1/benefits/plans/default,default,False,,False,,,0.95,
constant_0010,constant,medium,"'current' est un alias fixe pour la periode en cours, pas un identifiant de run specifique",/api/v1/payroll-runs/current,current,False,,False,,,0.95,
constant_0011,constant,hard,'latest' en position d'identifiant d'employe n'a normalement pas de sens metier - cas limite qui peut aussi signaler une route mal concue plutot qu'une vraie constante documentee,/api/v1/employees/latest,latest,False,,False,,,0.9,
constant_0012,constant,medium,"'export' fixe suivi d'un format ('csv'), aucun des deux segments n'est un identifiant malgre leur position dans un chemin qui ressemble a .../ressource/action/format",/api/v1/timesheets/export/csv,export,False,,False,,,0.9,
constant_0013,constant,easy,"'upcoming' est un filtre temporel fixe, pas un identifiant d'entretien",/api/v1/interviews/upcoming,upcoming,False,,False,,,0.95,
constant_0014,constant,hard,'first' pourrait aussi etre un alias dynamique pointant vers l'etape n1 selon le plan de l'employe - frontiere tenue entre constante fixe et reference relative,/api/v1/onboarding/steps/first,first,False,,False,,,0.9,
constant_0015,constant,easy,"'search' est une sous-ressource/action fixe, pas un identifiant d'employe",/api/v1/employees/search,search,False,,False,,,0.9,
constant_0016,constant,medium,"'pending' est un filtre de statut fixe, en position d'identifiant de demande de conge",/api/v1/leave-requests/pending,pending,False,,False,,,0.92,
constant_0017,constant,hard,"'current' en position de tenant (avant 'employees'), meme piege que le cas payroll-runs/current mais sur une ressource racine multi-tenant - confusion possible avec un vrai identifiant d'entreprise",/api/v1/companies/current/employees,current,False,,False,,,0.9,
constant_0018,constant,medium,"'export' action fixe suivie d'un second segment numerique, motif qui imite une paire ressource/identifiant",/api/v1/candidates/export/2026,export,False,,False,,,0.9,
constant_0019,constant,hard,"deux constantes consecutives ('me' puis 'latest'), motif rare qui peut desorienter un detecteur habitue a alterner ressource/identifiant",/api/v1/payslips/me/latest,me,False,,False,,,0.95,
constant_0020,constant,hard,"deux constantes consecutives ('me' puis 'latest'), motif rare qui peut desorienter un detecteur habitue a alterner ressource/identifiant",/api/v1/payslips/me/latest,latest,False,,False,,,0.9,
ambiguous_0001,ambiguous,hard,"'current' pourrait etre un alias fixe comme 'me', ou un identifiant reel si un employe porte litteralement ce nom de code - indiscernable sans connaitre le referentiel",/api/v1/employees/current,current,False,,False,,,0.9,
ambiguous_0002,ambiguous,hard,"'sales' est un mot du dictionnaire commun, pourrait etre un slug d'identifiant (nom de departement utilise comme cle) ou un mot-cle de filtre fixe - les deux usages existent dans des APIs REST reelles",/api/v1/departments/sales,sales,True,departmentSlug,True,departmentId,False,0.85,
ambiguous_0003,ambiguous,hard,"'paris' en position d'identifiant d'employe n'a pas de sens direct - pourrait etre une faute de route, un filtre de site mal place, ou un identifiant de site a cet endroit precis de l'arborescence",/api/v1/employees/paris,paris,True,siteSlug,True,employeeId,False,0.6,
ambiguous_0004,ambiguous,hard,'admin' est a la fois un mot reserve frequent dans les systemes d'autorisation et un identifiant de role plausible (slug) - ambiguite structurelle classique,/api/v1/roles/admin,admin,True,roleSlug,False,,,0.65,
ambiguous_0005,ambiguous,hard,"petit entier en position de statut, catalogue probablement ferme et restreint (2 a 5 valeurs) - a la limite entre parametre variable et valeur d'enumeration fixe",/api/v1/leave-requests/status/2,2,True,statusCode,False,,,0.9,
ambiguous_0006,ambiguous,hard,'CDI' provient d'un catalogue de types de contrat tres restreint et stable - un annotateur peut legitimement hesiter a le traiter comme un vrai parametre ou comme une constante d'enumeration,/api/v1/contracts/type/CDI,CDI,True,contractTypeCode,False,,,0.88,
ambiguous_0007,ambiguous,hard,"'pdf' ressemble a une constante de format, mais si l'API supporte plusieurs formats en entree libre, ce segment est fonctionnellement un parametre malgre son apparence figee",/api/v1/payslips/format/pdf,pdf,False,,False,,,0.9,
